0.3938,0.3029,0.44832,0.48981,0.41179,0.39092
0.3539,0.38245,0.5071,0.57414,0.51533,0.47464
0.3059,0.46577,0.66819,0.68852,0.65719,0.51266
0.3824,0.55769,0.8457,0.88163,0.74496,0.68451
0.2973,0.5302,0.70359,0.79741,0.75552,0.66377
0.2751,0.49718,0.60951,0.73952,0.67513,0.56772
